m/s²,1580270115000,0.24
m/s²,1580270130000,0.25
m/s²,1580270160000,0.24
m/s²,1580270220000,0.23
m/s²,1580270235000,0.24
m/s²,1580270250000,0.26
m/s²,1580270280000,0.23
m/s²,1580270295000,0.22
m/s²,1580270310000,0.26
m/s²,1580270340000,0.24
m/s²,1580270355000,0.25
m/s²,1580270400000,0.26
m/s²,1580270415000,0.24
m/s²,1580270430000,0.21
m/s²,1580270460000,0.23
m/s²,1580270475000,0.24
m/s²,1580270490000,0.22
m/s²,1580270520000,0.24
m/s²,1580270535000,0.21
m/s²,1580270550000,0.14
m/s²,1580270580000,0.17
m/s²,1580270610000,0.16
m/s²,1580270640000,0.18
m/s²,1580270655000,0.1
m/s²,1580270670000,0.07
m/s²,1580270700000,0.14
m/s²,1580270715000,0.16
m/s²,1580270730000,0.04
m/s²,1580270760000,0.05
m/s²,1580270775000,0.04
m/s²,1580270790000,0.05
m/s²,1580270835000,0.04
m/s²,1580270895000,0.09
m/s²,1580270910000,0.14
m/s²,1580270940000,0.22
m/s²,1580270955000,0.21
m/s²,1580270970000,0.25
m/s²,1580271030000,0.35
m/s²,1580271060000,0.34
m/s²,1580271075000,0.29
m/s²,1580271090000,0.21
m/s²,1580271120000,0.34
m/s²,1580271135000,0.38
m/s²,1580271150000,0.45
m/s²,1580271180000,0.33
m/s²,1580271195000,0.13
m/s²,1580271240000,0.22
m/s²,1580271255000,0.21
m/s²,1580271285000,0.23
m/s²,1580271300000,0.2
m/s²,1580271345000,0.25
m/s²,1580271360000,0.06
m/s²,1580271375000,0.15
m/s²,1580271405000,0.04
m/s²,1580271420000,0.19
m/s²,1580271435000,0.22
m/s²,1580271465000,0.23
m/s²,1580271480000,0.22
m/s²,1580271495000,0.24
m/s²,1580271525000,0.18
m/s²,1580271540000,0.05
m/s²,1580271585000,0.04
m/s²,1580271600000,0.05
m/s²,1580271645000,0.04
m/s²,1580271660000,0.06
m/s²,1580271705000,0.1
m/s²,1580271810000,0.1
m/s²,1580271855000,0.25
m/s²,1580271885000,0.19
m/s²,1580271900000,0.25
m/s²,1580271960000,0.25
m/s²,1580271975000,0.26
m/s²,1580271990000,0.24
m/s²,1580272005000,0.24
m/s²,1580272020000,0.23
m/s²,1580272035000,0.23
m/s²,1580272050000,0.24
m/s²,1580272065000,0.23
m/s²,1580272110000,0.25
m/s²,1580272125000,0.24
m/s²,1580272140000,0.25
m/s²,1580272155000,0.23
m/s²,1580272185000,0.25
m/s²,1580272200000,0.26
m/s²,1580272215000,0.25
m/s²,1580272245000,0.27
m/s²,1580272260000,0.25
m/s²,1580272305000,0.24
m/s²,1580272320000,0.28
m/s²,1580272335000,0.35
m/s²,1580272365000,0.23
m/s²,1580272380000,0.24
m/s²,1580272395000,0.25
m/s²,1580272425000,0.24
m/s²,1580272440000,0.08
m/s²,1580272455000,0.18
m/s²,1580272485000,0.09
m/s²,1580272500000,0.16
m/s²,1580272515000,0.19
m/s²,1580272545000,0.25
m/s²,1580272605000,0.19
m/s²,1580272620000,0.05
m/s²,1580272665000,0.12
m/s²,1580272755000,0.26
m/s²,1580272800000,0.25
m/s²,1580272815000,0.26
m/s²,1580272845000,0.27
m/s²,1580272860000,0.31
m/s²,1580272875000,0.28
m/s²,1580272905000,0.26
m/s²,1580272935000,0.28
m/s²,1580272965000,0.3
m/s²,1580272995000,0.27
m/s²,1580273025000,0.26
m/s²,1580273040000,0.27
m/s²,1580273055000,0.29
m/s²,1580273115000,0.22
m/s²,1580273145000,0.25
m/s²,1580273160000,0.64
m/s²,1580273175000,0.21
m/s²,1580273205000,0.76
m/s²,1580273220000,0.24
m/s²,1580273250000,1.06
m/s²,1580273265000,0.84
m/s²,1580273280000,0.83
m/s²,1580273310000,1.04
m/s²,1580273325000,0.82
m/s²,1580273340000,0.86
m/s²,1580273370000,0.72
m/s²,1580273400000,0.7
m/s²,1580273430000,0.81
m/s²,1580273445000,0.84
m/s²,1580273460000,0.69
m/s²,1580273490000,0.76
m/s²,1580273505000,0.82
m/s²,1580273520000,0.8
m/s²,1580273550000,0.87
m/s²,1580273565000,0.81
m/s²,1580273580000,0.8
m/s²,1580273610000,0.63
m/s²,1580273625000,0.25
m/s²,1580273640000,0.03
m/s²,1580273670000,0.18
m/s²,1580273685000,0.34
m/s²,1580273700000,0.29
m/s²,1580273730000,0.25
m/s²,1580273745000,0.27
m/s²,1580273760000,0.29
m/s²,1580273790000,0.27
m/s²,1580273805000,0.32
m/s²,1580273820000,0.29
m/s²,1580273850000,0.31
m/s²,1580273865000,0.27
m/s²,1580273880000,0.04
m/s²,1580273910000,0.03
m/s²,1580273940000,0.04
m/s²,1580274045000,0.03
m/s²,1580274105000,0.04
m/s²,1580274120000,0.03
m/s²,1580274180000,0.04
m/s²,1580274225000,0.03
m/s²,1580274825000,0.04
m/s²,1580274840000,0.03
m/s²,1580274885000,0.04
m/s²,1580274900000,0.03
m/s²,1580275050000,0.04
m/s²,1580275065000,0.03
m/s²,1580275770000,0.04
m/s²,1580275785000,0.03
m/s²,1580276850000,0.04
m/s²,1580276865000,0.03
m/s²,1580277630000,0.04
m/s²,1580277675000,0.03
m/s²,1580277810000,0.04
m/s²,1580277840000,0.03
m/s²,1580278155000,0.04
m/s²,1580278170000,0.03
m/s²,1580278575000,0.04
m/s²,1580278590000,0.03
m/s²,1580278830000,0.04
m/s²,1580278860000,0.03
m/s²,1580278995000,0.04
m/s²,1580279010000,0.03
m/s²,1580279385000,0.04
m/s²,1580279400000,0.03
m/s²,1580279925000,0.04
m/s²,1580279970000,0.04
m/s²,1580280135000,0.04
m/s²,1580280165000,0.03
m/s²,1580280315000,0.04
m/s²,1580280345000,0.03
m/s²,1580280420000,0.04
m/s²,1580280435000,0.03
m/s²,1580280645000,0.04
m/s²,1580280660000,0.03
m/s²,1580280735000,0.04
m/s²,1580280765000,0.03
